tags,authors,comments,cover,size,title,uuid
"Social Science, Sociology, General","Kristina Ohlsson","”Året var 2010 och jag jobbade i Bagdad. Solen var obarmhärtig, hettan djävulsk. Och jag skulle aldrig se världen på samma sätt igen. Irakiska medborgare som fått sina ansökningar om uppehållstillstånd avslagna i Sverige började återvända hem. Jag tänkte på terrordåden. På hettan. På att de flesta irakier inte hade tillgång till el mer än tre timmar per dag. Skulle deras öde inte ha med mig att göra? Hur skulle jag, med mitt privilegierade liv, kunna gå fri från ansvaret att hjälpa till?” Den bekymrade byråkraten är en personlig skildring av svensk migrations- och integrationspolitik. Med både svärta och humor lyfter Kristina Ohlsson frågor som: Hur hjälper vi dem som är på flykt? Hur ser en ansvarsfull migrations- och integrationspolitik ut? Och när slutade vi lyssna på varandra? Kristina Ohlsson är en av Sveriges mest framgångsrika kriminal- och barnboksförfattare. Hon har tidigare varit anställd på Säpo och även jobbat internationellt med terrorfrågor vid OSSE. Detta är hennes första debattbok.","C:\Apps\Calibre\Svenska\Kristina Ohlsson\Den bekymrade byrakraten (1483)\cover.jpg","609260","Den bekymrade byråkraten","8fed04d0-8c12-465e-8709-9d1c79255336"
"","Sven Delblanc","","C:\Apps\Calibre\Svenska\Sven Delblanc\Den arme richard (1485)\cover.jpg","740750","Den arme richard","ee139ae8-dc6f-4f31-b1fd-aba52f60fe0e"
"Social Science, Sociology, General","Martin Gelin","Republikanernas revolution - från Nixon till Trump. Nyskrivet förord 2018. Den politiska utvecklingen i USA har chockat en hel värld. Hur kunde en fastighetsmogul och tv-kändis som byggde sin valkampanj på en främlingsfientlig retorik bli president i en av världens största demokratier? Den amerikanska högern är en reportagebok om USA:s konservativa rörelse. Martin Gelin visar hur det går en röd tråd från sextiotalets konservativa radikaler till vår tids högerpopulism. Han skildrar bredden i den amerikanska högern, från lobbyisterna i maktens korridorer i Washington DC, till kristna familjer i Södern, frihetliga libertarianer i Las Vegas och medborgargarden vid den mexikanska gränsen.  Den amerikanska högern, som Augustprisnominerades när den utkom första gången 2012, är en bok för alla som vill förstå orsakerna till den politiska krisen i dagens USA. Till denna nyutgåva har Martin Gelin skrivit ett nytt förord som knyter ihop högerns historia med presidentvalet 2016.  ""En enastående prestation."" - Expressen ""Journalistik på hög internationell nivå."" - Fokus Martin Gelin är prisbelönt författare och har sedan 2001 arbetat som journalist i USA. Han är Dagens Nyheters korrespondent i New York och har kommenterat amerikansk politik för bland annat SVT, SR, BBC och CNN. ""Vad som gläder mig är Gelins vägran att skriva i svartvitt. Hans fängslande reportage och tankeväckande analyser kännetecknas av en vilja att förstå den entusiasm som många av dagens, speciellt unga, republikaner utstrålar, inte att bekräfta trötta europeiska fördomar om den amerikanska högern."" - Lars Trägårdh, Sydsvenskan ""Boken är ett måste för den som vill förstå USA."" - Per Wirtén, Dagens Arena ""En mycket imponerande djupdykning i olika aspekter av denna mångsidiga höger. Det han visar i sin bok är två saker: dels att han är en riktig, undersökande journalist som inte drar sig för närkontakt med verkligheten; dels att han är en journalist som sätter sin sakkunskap i första rummet."" - Janerik Larsson, Neo ""En av årets viktigaste böcker."" - Ulrika Kärnborg, Aftonbladet","C:\Apps\Calibre\Svenska\Martin Gelin\Den amerikanska hogern_ republikane (1486)\cover.jpg","2042153","Den amerikanska högern: republikanernas revolution - från Nixon till Trump: uppdaterad nyutgåva","d5150075-6bfd-4e6e-9786-74f7d2e62e27"
"Fiction, General","Rhidian Brook","spanFiender under samma tak/SPANspanHamburg, 1946, är en stad i ruiner efter andra världskriget och ockuperas nu av britterna. För att övervaka återuppbyggnaden och inställningen hos det tyska folket placeras brittiska soldater där med sina motvilliga familjer. En av dem är överste Lewis Morgan, som blivit tilldelad ett fint hus som han ska ta över från dess tyska ägare. Men Lewis klarar inte av att köra ut änklingen som bor i huset med sin traumatiserade tonårsdotter. Han föreslår att de stannar kvar, och när hans egen sörjande fru, Rachael, och ende överlevande son, Edmund, anländer från England tvingas de forna fienderna att bo under samma tak.Med den sönderbombade staden som kuliss tar deras dramatiska öden en ny vändning. Kriget är över men hur ska de kunna leva, med varandra och med sig själva? Nationalistiska strömningar finns kvar, förvildade barn stryker omkring på gatorna och de ditkommenderade britterna går hårt fram. Hemma i huset försöker alla få tillvaron att fungera och med tiden övergår fiendskap och sorg i såväl passion som svek.De andras hus är en stark och omskakande roman som skildrar en outforskad sida av krigshistorien. Den handlar om lidande, skuld och förlåtelse. Om hur krig gör människor omänskliga och hur de som stridit mot varandra kan bli mänskliga igen./SPANÖversättare: Louise Thulin","C:\Apps\Calibre\Svenska\Rhidian Brook\De andras hus (1501)\cover.jpg","650399","De andras hus","5430c3ed-5521-43ea-ad57-a8831a3d83ad"
"","Seth Erlandsson","","C:\Apps\Calibre\Svenska\Seth Erlandsson\Bibeln - myt eller sanning_ (1567)\cover.jpg","681566","Bibeln – myt eller sanning?","c8499488-3b5e-4ee1-8d49-ce68c9d88cbe"
"","Tord Wallstrom","","C:\Apps\Calibre\Svenska\Tord Wallstrom\biafran babies (1569)\cover.jpg","623691","biafran babies","f7e0b92e-9874-4862-bedd-049fe05f460f"
"","Unknown","","C:\Apps\Calibre\Svenska\Unknown\Bevisborda (1571)\cover.jpg","596537","Bevisbörda","536cc19e-4a0f-4d1c-9085-2da3d5dc91e6"
"Juvenile Fiction, Action & Adventure, General","Harlan Coben","Spännande och kul av bästsäljande deckarförfattaren Harlan CobenMickey är beredd att gå hur långt som helst för att beskydda dem han älskar. Men hur ska han göra när han inte ens vet vem, eller vad, han ska beskydda dem från? I sann Coben-anda bjuds här på en actionfylld, fängslande intrig med oväntad upplösning. Med karaktärer som man tar till sitt hjärta och en dialog kryddad med ironi. En deckarserie för alla tonåringar.Livet kan inte bli så mycket värre för Mickey Bolitars del. Han har sett sin pappa dö i en trafikolycka, hans mamma befinner sig på ett behandlingshem och själv bor han hos sin farbror Myron och har tvingats byta skola med allt vad det innebär.Det visar sig dock att det visst kan bli värre. Mickeys tjej Ashley försvinner spårlöst! Tillsammans med sina nya, aningen udda, vänner ger sig Mickey av på en desperat jakt efter henne och följer varje tänkbart spår. Spår som leder till Tokkärringen i det spöklika huset, men också till en solkig strippklubb. Ashley var inte den hon utgav sig för att vara – och tydligen inte Mickeys pappa heller. Det Mickey upptäcker är större än han kunnat föreställa sig.Harlan Coben har i sina kritikerrosade vuxenböcker skrivit om Myron, Mickeys morbror. Med Mickey Bolitar-serien får en ny generation upptäcka hans smarta intriger och ironiska skärpa.”Spänningen håller i sig. Slutet kommer få dig att tappa andan. Jag kan knappt vänta tills nästa Mickey Bolitar-bok kommer.”Rick Riordan (Författare till Percy Jackson-serien)Översättare: Lina Erkelius,Omslagsformgivare: Ellen Adolfsson","C:\Apps\Calibre\Svenska\Harlan Coben\Beskyddaren (1572)\cover.jpg","1117223","Beskyddaren","1c9bc0be-9572-4409-802d-f5d9e0359afc"
"Hälsingedeckare, Deckare, Kriminalroman","Leif Woxlin","En Hälsingedeckare","C:\Apps\Calibre\Svenska\Leif Woxlin\Berget, Vattnet, Blodet (1573)\cover.jpg","804044","Berget, Vattnet, Blodet","6238ea08-fcdd-4279-ad64-a92ac7e2c027"
"Social Science, Sociology, General","Kristina Kappelin","»Kan du förklara för mig varför italienarna röstar på Silvio Berlusconi? Och hur kommer det sig att de fortsätter att göra det? Jag vet inte hur många gånger jag har fått den frågan i olika sammanhang i Sverige, ej heller hur många gånger jag har försökt besvara den. Det är ingen lätt uppgift. Sedd från en svensk horisont är Silvio Berlusconi inte bara en underlig figur. Han är helt obegriplig. Att italienarna har valt just honom till premiärminister – och tre gånger till på köpet – är uppochnervända världen för en svensk.« (Ur förordet)  Berlusconi – Italienaren placerar Silvio Berlusconi i en begriplig, italiensk kontext. Författaren tränger in i dagens italienska samhälle och målar upp scenografin för det politiska skådespel som Berlusconi erbjuder italienarna och världen. Genom sin mångåriga erfarenhet som korrespondent i Italien, ger Kristina Kappelin här en nyanserad och personlig analys av fenomenet Silvio Berlusconi. Det är en mångfasetterad, överraskande och oroande bild som träder fram av efterkrigstidens populäraste politiker i Italien.","C:\Apps\Calibre\Svenska\Kristina Kappelin\Berlusconi _ italienaren (1574)\cover.jpg","705859","Berlusconi : italienaren","a8efb284-0348-43f0-a351-38046efcc233"
"Memoarer och biografier","Dag Öhrlund","Dag Öhrlund, född 1957 i Stockholm, är journalist, författare, föredragshållare, debattör och prisbelönt fotograf. Han har rest och arbetat i 30 länder, bland annat som utrikeskorrespondent i Hollywood under två år och hans dokumentärreportage och bilder har publicerats i mer än 150 magasin i 20 länder.","C:\Apps\Calibre\Svenska\Dag Ohrlund\Berattaren (1575)\cover.jpg","4944688","Berättaren","5f7114a0-e9c6-4c21-8bbf-950aa76d8073"
"erotik, klassiker, erotisk klassiker, Utländsk skönlitteratur, erotisk","Pauline Réage","","C:\Apps\Calibre\Svenska\Pauline Reage\Berattelsen om O (1576)\cover.jpg","858693","Berättelsen om O","c29e76d6-6dc1-4f17-9d22-15ec08ed902e"
"Fiction, Mystery & Detective, General","Johan Theorin","Stöldgodset låg tryggt nedgrävt - på kyrkogården ...Karls stölder hade drygat ut lönen från jobbet på gruppboendet länge nu. Han tog inga risker. Allt han stal mellanlandade hos den mest förvirrade åldringen. Inte förrän föreståndaren var på semester brukade han plocka hem dyrbarheterna. Karl tänkte inte bli ertappad!Just nu fanns alltihop hos Asta, nedstoppat i en vit kofta. Det var bara ett litet problem: Asta hade koftan på sig. Och nu låg hon nedgrävd i sin kista på kyrkogården ...Lästid 19 min.Johan Theorin är född 1963 i Göteborg och uppvuxen i Nora och på Öland. Han var journalist och skrev noveller i olika tidningar och antologier innan han romandebuterade 2007 med Skumtimmen, som omedelbart gjorde succé.","C:\Apps\Calibre\Svenska\Johan Theorin\Bengangarna (1577)\cover.jpg","231211","Bengångarna","5fb306da-c782-43d1-b0b4-54e12f18f7a0"
"","Lars Lilljequist","","C:\Apps\Calibre\Svenska\Lars Lilljequist\Benny innebandyspelaren (1578)\cover.jpg","659179","Benny innebandyspelaren","ebfbff57-e26e-47dd-b49c-e211b1b2b98e"
"","Malva B.","","C:\Apps\Calibre\Svenska\Malva B_\Begar - oanstandiga berattelser (1579)\cover.jpg","267145","Begär – oanständiga berättelser","3da3cf3b-421c-4b6f-a2ea-cffd2d751e3d"
"Utländsk skönlitteratur","Umberto Eco","Umberto Ec, född 1932, professor i semiotik, är författare till succéböcker som Rosens namn, Foucaults pendel, Gårdagens ö och Baudolino.","C:\Apps\Calibre\Svenska\Umberto Eco\Begravningsplatsen i Prag (1580)\cover.jpg","7596651","Begravningsplatsen i Prag","e3f99360-b2c4-45a3-82be-4e00bbd0301f"
"Utländsk skönlitteratur","Umberto Eco","Umberto Eco, född 1932, professor i semiotik, är författare till succéböcker som Rosens namn, Foucaults pendel, Gårdagens ö och Baudolino.","C:\Apps\Calibre\Svenska\Umberto Eco\Baudolino (1581)\cover.jpg","1745145","Baudolino","17f14676-5dcb-404d-bace-5af48777411e"
"","Jorgen Sanner","I den forsta delen berattar en rysk flicka hur hon som fyraaring skildes fran sina foraldrar och togs in pa barnhem. Hon beskriver sjalv sina tankar, kanslor och reflexioner under en tioars-period pa fyra olika barnhem i Moskva. Hon berattar om rutinerna pa barnhemmen och om positiva och negativa handelser och om personalens forhallande till barnen. Den andra delen handlar om hur ett svenskt par forsoker adoptera denna flicka fran Barnhem 67 dar hon befinner sig da ar 2001. De tvingas genomfora adoptionen helt utan bistand fran de gangse organisationerna eftersom dessa vagrar att befatta sig med adoptionsfragor i Moskva. Denna vagran grundar sig pa att de vederborliga myndigheterna i Moskva, till skillnad fran det ovriga Ryssland, ar synnerligen svara att samarbeta med. I del tva far vi folja det svenska parets framgangar och nederlag i den ryska byrakratiska djungeln; jakten pa myndigheter och myndighetspersoner, och stallningskrig mot byrakrater. Men vi far aven vara med om handelser, bade pa barnhemmet och ute i den stora staden; fortretligheter, intriger, aventyr och annat. De bada berattelserna ar dokumentara och de utspelar sig i Moskva under aren 1994 till 2004. Samtliga barn upptrader med pahittade namn och aven manga av de vuxna.

**
","C:\Apps\Calibre\Svenska\Jorgen Sanner\Barnhem 67 i Moskva (1583)\cover.jpg","398597","Barnhem 67 i Moskva","7c2ce9df-0021-49e8-b5a1-4358c66ec3c2"
"Fiction, General","Anna Laestadius Larsson","Det är juni 1774 och det kungliga linjeskeppet Sofia Albertina närmar sig Sveriges kust efter en orolig färd över Östersjön. Ombord finns Hedvig Elisabeth Charlotta, femton år gammal och den yngsta kungliga bruden i Sveriges historia. Där finns också den omsvärmade adelsfröken Sophie von Fersen, som tyst förbannar sin mor som tvingat med henne på resan. Hon vill inte passa upp på en trilskande tysk barnrumpa, i tankarna är hon på bal i prins Fredriks armar. I Stockholm förbereder Gustav III och hans hov ett ståtligt mottagande av den blivande prinsessan. Förväntningarna på henne är höga, hon ska gifta sig med kungens bror Karl och skänka landet den tronarvinge man så länge väntat på.  Och långt under slottets vackra paradvåningar vaknar Pottungen – den stumma flickan som tar hand om andras skit.  Barnbruden är romanen om de unga kvinnorna vid Gustav III:s hov. Det är en berättelse om vänskap, svek, maktlystnad och frihetstörst.","C:\Apps\Calibre\Svenska\Anna Laestadius Larsson\Barnbruden (1584)\cover.jpg","716878","Barnbruden","787e8236-bb8f-4224-946b-1fdf1da3468e"
"Fiction, Mystery & Detective, General","Thomas Sjöberg","Journalisten Thomas Sjöbergs bok om barnflickans väg mot skotten i Knutby är en dramatiserad skildring av ett av de mest uppmärksammade rättsfallen i modern tid.Natten till den 10 januari 2004 mördas 23-åriga Alexandra Fossmo. Samma natt skjuts grannen Daniel Linde, men överlever. Dag för dag avslöjas detaljerna inför omvärldens alltmer förvånade, och fascinerade, ögon. Barnflickan Sara Svensson grips och erkänner dåden. Detta är en historia med det klassiska dramats samtliga ingredienser -kärlek, svek, otrohet och ond bråd död. Med hjälp av polisens förundersökning, domstolsförhandlingen i Tingsrätten, intervjuer och resor, bandupptagningar och videorekonstruktioner försöker Thomas Sjöberg skapa sig en bild av hur sanningen kan se ut i Sara Svenssons ögon. Barnflickan i Knutby är en bok man läser som en roman eller om man så vill - som en verklighetsthriller.","C:\Apps\Calibre\Svenska\Thomas Sjoberg\Barnflickan i Knutby_ Dramadokument (1585)\cover.jpg","875977","Barnflickan i Knutby: Dramadokumentär","5369f79a-b7ee-4573-a502-f86e83c31b3f"
"","STEFAN WHILDE","","C:\Apps\Calibre\Svenska\STEFAN WHILDE\BARMHARTIGHETSMORDEN (1586)\cover.jpg","275680","BARMHÄRTIGHETSMORDEN","cc2599fd-f1a0-4cab-84d0-2e8a4b1c23ba"
"General fiction","Rob Walters","","C:\Apps\Calibre\Svenska\Rob Walters\Bandspridning (1587)\cover.jpg","707937","Bandspridning","a4466e73-67d0-4055-a0f6-f78ebd261a1c"
"Fiction, Mystery & Detective, General","Jacob Palme","En resa till Sveriges narkotikanästen, bordeller och poseringsateljéerKpist-mannen slår till igenGlider ur polisens grepp ännu en gångKvällstidningens rubrik är inte direkt smickrande för polisen. Och ändå har man hunnit rätt långt i spaningarna efter den desperate rånaren som vid sin flykt ur banklokalen vid Karlaplan i panik skjutit ner en nyfiken skolflicka. Polisen vet vad han heter och var han bor – men vem är han egentligen, hur ser han ut inuti?Det är ingen lätt uppgift polisen ställs inför. Under spaningarna råkar man på många spår och villospår genom hela Sverige – till narkotikanästen, bordeller, poseringsateljéer.Bankrånaren är Jacob Palmes tredje kriminalroman i serien som innehåller En oskyldig flicka från landet, Det smäller i Stockholm och Bankrånaren. Hans romaner skildrar initierat polisens arbete. Närheten till verkligheten gör att läsaren extra starkt upplever den nervpirrande spänningen.","C:\Apps\Calibre\Svenska\Jacob Palme\Bankranaren_ Kriminalroman (1588)\cover.jpg","1383421","Bankrånaren: Kriminalroman","58b17ac7-a83d-4524-8ea5-76e9a11b0ea5"
"politik och debatt, Samhälle","Tidskriften Bang","Unikt samarbete mellan Bang och Telegram Förlag! 	År 2011 fyllde den feministiska kulturtidskriften Bang 20 år. Det firades med ett stort jubileumsnummer med texter av Susanna Alakoski, Maria Sveland, Oivvio Polite, Karolina Ramqvist, Diana Mulinari och många, många fler. Följ med på resan från 1991 till 2011, genom texter om relationen till Bang och om den feministiska dåtiden, framtiden och nutiden. 	Länge har Bangs 20-årsjubileumsnummer varit slut, men icke desto mindre eftertraktat. Därför ger Bang nu ut jubileumsnumret igen, både som e-bok och som traditionell bok. Detta är starten på ett unikt samarbete mellan Bang och Telegram Förlag för att på nytt tillgängliggöra texter ur Bangs 23-åriga rika och historiskt inflytelserika artikelarkiv.","C:\Apps\Calibre\Svenska\Tidskriften Bang\Bang 20 ar (1589)\cover.jpg","1105750","Bang 20 år","c29ac0cb-e366-47f4-bb4f-79f8d5011dd2"
"","Jörgen Hansen","Anthology containing:

Baksmälla - Brottsplats Malmö 1/4 by Jörgen Hansen  
Maffia by Jörgen Hansen
","C:\Apps\Calibre\Svenska\Jorgen Hansen\Baksmalla - Maffia (1590)\cover.jpg","689692","Baksmälla - Maffia","24d0783c-a891-4d00-850f-aa133a04044c"
"","Kjell E. Genberg","","C:\Apps\Calibre\Svenska\Kjell E. Genberg\Bananstjalken (1591)\cover.jpg","682971","Bananstjälken","f11b0be1-37bb-4f0d-b39c-c5caa4127cf2"
"Fiction, Mystery & Detective, General","Camilla Ceder","Obotlig svartsjuka. Huvudlös girighetIbland tar hennes svartsjuka över fullständigt, hon vet det, och hon gör vad hon kan för att inte låta den förstöra det hon och Henrik har. Men då och då måste hon ändå ge efter för den där skavande oron och leta igenom hans fickor, bläddra i hans almanacka. Bara för att försäkra sig om att allt är som det ska. Egentligen vill hon inte, för hon vet att om hon en dag skulle hitta något kommer helvetet att bryta ut. Det har hänt förut. Samma dag som kriminalkommissarie Christian Tell och hans flickvän Seja Lundberg ska åka på sin korta men av Seja hett efterlängtade skärgårdssemester hittas ett par brutalt mördat på en av Göteborgs finare adresser. Hon visar sig vara professor i arkeologi vid universitetet, han är hennes student.Mordet ter sig först obegripligt, kan det verkligen vara ett svartsjukedrama? Men så börjar uppgifter komma in som pekar mot olaglig handel med antika föremål. Närmare bestämt flera tusen år gamla statyetter från Babylon, stulna från museet i Bagdad under den amerikanska invasionen. Föremål från vår civilisations vagga, så värdefulla att de skulle kunna förändra en människas hela framtid.Babylon är uppföljaren till Camilla Ceders omtalade och uppskattade kriminaldebut Fruset ögonblick från 2009.Omslagsformgivare: Pär Wickholm","C:\Apps\Calibre\Svenska\Camilla Ceder\Babylon (1595)\cover.jpg","781202","Babylon","79f59f55-51d4-439d-92de-67ffccb7037d"
"History, Military, General","Lennart W. Frick & Lars Rosander","I Bakom hemligstämpeln vi för första gången en spännande och inträngande bild av den hemliga verksamheten i och kring Sverige. Fokus ligger på den svenska militära underrättelsetjänsten från mellankrigstiden fram till idag.Här beskrivs bland annat den moderna underrättelseverksamhetens framväxt under mellankrigstiden, hur den superhemliga C-byrån ersattes av T-kontoret, utländsk hemlig verksamhet under andra världskriget i vårt land och nedskjutningen av DC-3:an över Östersjön. Dessutom skildras flera senare företeelser som IB-affären, och hur det kalla krigets slut samt IT-teknikens utbredning har påverkat de hemliga tjänsterna.Författarna har djupa kunskaper i ämnet. Lennart W. Frick är pensionerad generalstabsofficer och har varit chef för Försvarsmaktens underrättelse- och säkerhetstjänst. Lars Rosander är tidigare officer och har en bred utgivning av historisk litteratur bakom sig. Tillsammans skrev de 1998 Det vakande ögat.","C:\Apps\Calibre\Svenska\Lennart W. Frick\Bakom hemligstampeln (1596)\cover.jpg","9365149","Bakom hemligstämpeln","e5909fb6-aee0-4ec2-bfe2-0d73a94d6222"
"Svensk skönlitteratur","Christer Ackerman","Christer Ackerman är född 1951. Han bor Stockholm, Sverige, är gift med Helena och har tre barn och ett barnbarn (det andra på väg) samt en lejonhund. Christer Ackerman kan sätta många titlar på sitt arbetsliv: kriminalvårdschef, jurist, direktör, hotellägare, prisbelönt författare, föreläsare, strategisk rådgivare och ledarskapskonsult. Hans drivkraft är utveckling. Att börja skriva deckare är starten på något nytt. En idé om att skapa ett nytt kvalitativt varumärke: En Douglas Porter-deckare.","C:\Apps\Calibre\Svenska\Christer Ackerman\B5 (1597)\cover.jpg","537789","B5","985a8d77-b651-4c5d-8299-e0abee56847c"
"","David Baldacci","Will Robie är en mästare på att mörda.  När USA:s regering måste  eliminera landets allra värsta fiender, kallar man in Robie, landets  skickligaste lönnmördare. Ingen kommer i närheten av Robies talang.  Ingen utom Jessica Reel. Även hon är en professionell lönnmördare, lika  skicklig och livsfarlig som Robie. Och nu har hon hoppat av och vänt  sina vapen mot personer i den egna organisationen.  Regeringen  vänder sig till Robie för att ta itu med problemet. Hans uppdrag: få tag  på Reel, död eller levande. Bara en mördare kan fånga en annan mördare,  menar man. Men i sin jakt på Reel inser Robie snart att saken är mer  komplicerad än vad han fått reda på. Reels attacker mot sin egen  organisation döljer ett större hot, ett hot som skulle kunna skaka USA:s  regering i grunden och sända ut chockvågor över hela världen.","C:\Apps\Calibre\Svenska\David Baldacci\Attentatet (1605)\cover.jpg","1235782","Attentatet","4b67cd1a-6c78-4ae8-b15d-e0ebb4c2ca09"
"Fiction, General","Jan Guillou","Utanför Sveriges gränser dånar den världsbrand som med tiden kommer att kallas andra världskriget. För Lauritz, den äldste av bröderna Lauritzen, blir det allt svårare att undvika att ta ställning. Familjens största ekonomiska tillgångar finns i Tyskland, liksom Lauritz svärföräldrar. Men Tyskland har ockuperat brödernas hemland Norge. Lauritz äldste son Harald är SS-officer stationerad i Oslo, äldsta dottern Johanne arbetar inom norska motståndsrörelsen, andra sonen är officer i svenska flottan och yngsta dottern förefaller vara spion. Lauritz hoppas på en tysk seger men finner snart att hans bröder Oscar och Sverre inte delar hans uppfattning. Och frun Ingeborg betraktar inte längre Tyskland som sitt hemland. Kriget är inte bara på väg att slita sönder Europa utan också deras familj, och varje gång det ser ut att ljusna blir det bara värre. Inte ens i det idylliska Saltsjöbaden kan man skydda sig mot mörkret. Till slut handlar det bara om att överleva – fysiskt och moraliskt. Jan Guillous romansvit Det stora århundradet är en berättelse om 1900-talet – mänsklighetens största, grymmaste och blodigaste århundrade. Tidigare har Brobyggarna, Dandy och Mellan rött och svart utkommit.","C:\Apps\Calibre\Svenska\Jan Guillou\Att inte vilja se (1606)\cover.jpg","1341582","Att inte vilja se","5db6744c-f30d-44e9-85fa-b99211086c77"
"","Victoria Fareld","","C:\Apps\Calibre\Svenska\Victoria Fareld\Att vara utom sig inom sig - Charle (1607)\cover.jpg","584126","Att vara utom sig inom sig – Charles Taylor, erkännandet och Hegels aktualitet","4f79770e-987f-4ab9-a740-e0d779df21af"
"Romaner","Kristina Sandberg","Att föda ett barn av Kristina Sandberg","C:\Apps\Calibre\Svenska\Kristina Sandberg\Att foda ett barn (1610)\cover.jpg","594097","Att föda ett barn","afec9f41-7a00-4544-9f2e-f9e20db4e6d5"
"","Daniel Rydén","","C:\Apps\Calibre\Svenska\Daniel Ryden\Astoria, historien om en dynasti (1612)\cover.jpg","351823","Astoria, historien om en dynasti","bb72e05a-e407-44a1-b4f0-a02ad8504556"
"arytmi","Fredrik Frängsmyr","Vad ger man en man som har allt i 40-årspresent? Ett kontrakt med maffian, ett alibi, ett hjärtfel eller alla ovanstående?","C:\Apps\Calibre\Svenska\Fredrik Frangsmyr\Arytmi (1613)\cover.jpg","238722","Arytmi","c91ba24d-d63c-4de0-8fbb-9e5e0b3275b5"
"","Roland Paulsen","","C:\Apps\Calibre\Svenska\Roland Paulsen\Arbetssamhallet (1615)\cover.jpg","1023126","Arbetssamhallet","be55eecc-7423-4bad-87dd-a92cf52f1137"
"art, General","Jan Guillou","I boken Artister (från 1979) intervjuade Jan Guillou några av Sveriges mest betydelsefulla skådespelare och artister: Hasse Alfredson, Birgitta Andersson, Olof Buckard, Tage Danielsson, Gösta Ekman, Stig Järrel, Jarl Kulle, Carl-Gustaf Lindstedt, Lena Nyman, Povel Ramel, Sif Ruud och Cornelis Vreeswijk.","C:\Apps\Calibre\Svenska\Jan Guillou\Artister (1616)\cover.jpg","880723","Artister","f348dba3-a92f-4d01-8fd9-eb9087bc6b57"
"Social Science, Sociology, General","Anders Bolling","Nej, världen går inte under idag. Och förmodligen inte i morgon heller.Vi har vandrat en mycket lång väg från grottorna. Vi har sluppit ur den fysiska rädslans grepp. De flesta av oss har lämnat bakom oss kampen för det dagliga brödet och idén om att varje oförrätt kräver hämnd. Fast vi har ännu inte riktigt förstått det. Tillståndet i världen är på nästan alla punkter bättre än de flesta av oss tror. Att det mänskliga framsteget är verkligt och inte politisk propaganda är tydligt på område efter område: krigen blir färre, svälten minskar, miljön mår i huvudsak bra. Men varför vägrar vi ta in det?Anders Bolling, själv journalist, menar att medierna och de intellektuella har ett stort ansvar för vår förvridna världsbild - goda nyheter säljer inte - samtidigt som det finns något allmänmänskligt i vår gåtfulla benägenhet att ständigt måla fan på väggen.Apokalypsens gosiga mörker är en personligt hållen debattbok och en journalistiskt driven uppgörelse med ett svartmålande samhälle där pessimisten alltid hålls högt och optimisten hånas. En på en gång metodisk och filosofisk granskning av hur det var för inte så väldigt länge sedan, hur det faktiskt har blivit och varför vi inte kan ta in den goda utveckling som ägt rum däremellan.Omslagsformgivare: Miroslav Sokcic","C:\Apps\Calibre\Svenska\Anders Bolling\Apokalypsens gosiga morker_ Varlden (1618)\cover.jpg","787599","Apokalypsens gosiga mörker: Världen ser inte längre ut som den gjorde men det vägrar vi att inse","0391d013-24b6-4499-bd1e-5889f5951c2b"
"","Expressen – Andreas Utterström & Cecilia Hagen","Mordet på utrikesminister Anna Lindh 10 september 2003.","C:\Apps\Calibre\Svenska\Expressen - Andreas Utterstrom\Anna Lindh - mordet pa en kronprins (1619)\cover.jpg","1398956","Anna Lindh - mordet på en kronprinsessa","559a81be-5b73-4567-bdfc-e159286bc30b"
"","Åsa Moberg","","C:\Apps\Calibre\Svenska\Asa Moberg\Anteckningsblock (1620)\cover.jpg","499985","Anteckningsblock","26fc75f9-4161-4924-b679-2cfdec0fcd1f"
"thrillers och spänning, Deckare","Ståle Brandt","Ståle Brandt är född 1964 i Norge. Dock har han levt i stort sett hela sitt liv i Sverige och bor numera i Värmland. Han är till yrket kock, men har varit verksam som entreprenör inom andra branscher under sitt yrkesverksamma liv. Intresset för att skriva har på senare år tagit allt mera tid i anspråk. Ståle Brandt har även tagit en distanskurs i författande och frilandsjournalistik under 2013 via Nordisk Författarutveckling från vilket han examinerade med goda vitsord. Att skriva är något som han vill satsa helhjärtat på. Vid 49 års ålder släpper han således sin debut i form av en kriminalroman. Författaren själv säger; ""Mitt främsta mål är att dela med mig av mina historier till andra människor, att ge dem en stunds spännande verklighetsflykt. Att de kan läsa och njuta av min berättelse och se den som en film i tanken.""","C:\Apps\Calibre\Svenska\Stale Brandt\Ankharen (1621)\cover.jpg","1257587","Ankharen","e8e3d1da-5eb6-4f61-bcde-2835921ccc3e"
